date,home_team,away_team,home_score,away_score,tournament,neutral,target,target_numeric,neutral_numeric,elo_home,elo_away
2000-03-11,Jordan,Bosnia and Herzegovina,0.0,0.0,Friendly,False,D,1,0,1501.1575290964433,1484.3528000084657
2000-03-12,United States,Tunisia,1.0,1.0,Friendly,False,D,1,0,1540.7459479451231,1503.0000020956277
2000-03-12,Zambia,Malawi,1.0,1.0,Friendly,False,D,1,0,1501.1643011694646,1500.0
2000-03-13,Jordan,Syria,0.0,0.0,Friendly,False,D,1,0,1500.4325758643395,1499.9733794318145
2000-03-13,Zambia,Malawi,0.0,1.0,Friendly,False,AW,0,0,1501.114034435445,1500.0502667340195
2000-03-15,Jordan,Bosnia and Herzegovina,1.0,2.0,Friendly,False,AW,0,0,1500.4127507722526,1485.0777532405696
2000-03-15,Japan,China PR,0.0,0.0,Friendly,False,D,1,0,1530.4269980067224,1543.7068019764195
2000-03-16,Venezuela,Bolivia,0.0,0.0,Friendly,False,D,1,0,1500.0,1514.406285281046
2000-03-17,Jordan,Syria,0.0,0.0,Friendly,False,D,1,0,1484.7511153045225,1499.9932045239013
2000-03-18,Curaçao,Trinidad and Tobago,1.0,1.0,FIFA World Cup qualification,False,D,1,0,1484.062620316553,1494.1971124984966
2000-03-18,Grenada,Barbados,2.0,3.0,FIFA World Cup qualification,False,AW,0,0,1500.5680558296647,1512.59576026545
2000-03-18,Puerto Rico,Aruba,2.0,2.0,FIFA World Cup qualification,False,D,1,0,1485.0,1515.0
2000-03-18,Saint Kitts and Nevis,Turks and Caicos Islands,8.0,0.0,FIFA World Cup qualification,False,HW,2,0,1472.3931152834762,1500.0
2000-03-19,Montserrat,Dominican Republic,1.0,3.0,FIFA World Cup qualification,True,AW,0,1,1485.621605025147,1528.7844923500113
2000-03-19,United States Virgin Islands,Saint Vincent and the Grenadines,1.0,5.0,FIFA World Cup qualification,False,AW,0,0,1457.528605964609,1513.7633887960574
2000-03-19,Suriname,Saint Lucia,1.0,0.0,FIFA World Cup qualification,False,HW,2,0,1487.3821324309858,1568.264703349791
2000-03-19,Nicaragua,Panama,0.0,2.0,FIFA World Cup qualification,False,AW,0,0,1472.3705246466939,1510.0645247447326
2000-03-19,Dominica,Haiti,1.0,3.0,FIFA World Cup qualification,False,AW,0,0,1498.1459332428606,1488.6887518576627
2000-03-19,Cayman Islands,Cuba,0.0,0.0,FIFA World Cup qualification,False,D,1,0,1471.7813417339212,1528.1868978337855
2000-03-19,Botswana,Eswatini,3.0,0.0,Friendly,False,HW,2,0,1515.6471999915343,1485.0
2000-03-19,Bermuda,British Virgin Islands,9.0,0.0,FIFA World Cup qualification,False,HW,2,0,1499.586942399955,1460.8432442521794
2000-03-19,Belize,Guatemala,1.0,2.0,FIFA World Cup qualification,True,AW,0,1,1484.509874181159,1485.6129011796233
2000-03-19,Bahamas,Anguilla,2.0,1.0,FIFA World Cup qualification,False,HW,2,0,1514.8445951921217,1481.5557319845284
2000-03-20,Bahrain,Kazakhstan,0.0,1.0,Friendly,False,AW,0,0,1500.0,1500.0
2000-03-21,Namibia,Zimbabwe,2.0,1.0,Friendly,False,HW,2,0,1500.0,1514.299288625834
2000-03-21,Saint Kitts and Nevis,Turks and Caicos Islands,6.0,0.0,FIFA World Cup qualification,False,HW,2,0,1488.582498210473,1483.8106170730032
2000-03-22,Bahrain,Qatar,1.0,0.0,Friendly,False,HW,2,0,1485.0,1500.5925226587824
2000-03-22,Chile,Honduras,5.0,2.0,Friendly,False,HW,2,0,1475.2705556093965,1553.8723700997139
2000-03-22,Cyprus,Iran,0.0,0.0,Friendly,False,D,1,0,1544.3249124299562,1486.9114557615724
2000-03-24,Gambia,Mauritania,0.0,0.0,Friendly,False,D,1,0,1500.0,1500.0
2000-03-25,Bahrain,Jordan,1.0,1.0,Friendly,False,D,1,0,1500.6727317246414,1485.408747355014
2000-03-25,Malaysia,Taiwan,3.0,0.0,AFC Asian Cup qualification,False,HW,2,0,1514.9442295185765,1500.0
2000-03-25,Tanzania,Malawi,1.0,1.0,Friendly,False,D,1,0,1500.0,1515.0961931339777
2000-03-25,Thailand,North Korea,0.0,0.0,AFC Asian Cup qualification,True,D,1,1,1515.596081286925,1470.700567133553
2000-03-25,Zambia,Botswana,3.0,0.0,COSAFA Cup,False,HW,2,0,1486.0681080354868,1529.32747514012
2000-03-25,Alderney,Jersey,0.0,10.0,Muratti Vase,False,AW,0,0,1500.0,1500.0
2000-03-26,Tanzania,Malawi,4.0,3.0,Friendly,False,HW,2,0,1500.6513452019885,1514.4448479319892
2000-03-27,Malaysia,North Korea,1.0,1.0,AFC Asian Cup qualification,False,D,1,0,1529.299432866447,1472.6281454888203
2000-03-27,Thailand,Taiwan,2.0,0.0,AFC Asian Cup qualification,True,HW,2,1,1513.6685029316577,1485.6447966521296
2000-03-28,Malta,Northern Ireland,0.0,3.0,Friendly,False,AW,0,0,1512.5038546547992,1515.0
2000-03-28,Serbia,China PR,1.0,0.0,Friendly,False,HW,2,0,1515.0,1543.1337457928075
